,name,artist,release_date,genres
236,Carmen: La fleur que tu mavais jetée Flower Song - Instrumental,Georges Bizet,1989,['easy listening']
237,Act Two: Ecco I giocattoli di Parpignol!,Giacomo Puccini,2011,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
238,Sound Bwoy Bureill,Smif-N-Wessun,1995,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
239,Breakers Roar,Sturgill Simpson,2016,"['alternative americana', 'indie folk', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country', 'roots rock']"
240,Bohemian Bird,Grizfolk,2015,"['hopebeat', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler', 'swedish alternative rock']"
241,The Goddess (feat. Dave B.),Flatbush Zombies,2018,"['escape room', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
242,It Took A Woman,Craig Morgan,2008,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
243,The Color Wheel,Chad Daniels,2017,"['comedy', 'deep comedy', 'new comedy']"
244,Daddys Birthday,Young Thug,2017,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
245,P.D.A. (We Just Dont Care),John Legend,2006,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
246,I Dont Want to Be - Stripped Version,Gavin DeGraw,2004,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
247,Yesterday,Moneybagg Yo,2017,"['hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
248,A Whole New World (with Lea Salonga) - Live in Japan,Alan Menken,2014,['operatic pop']
249,Slowly But Surely,Eek-A-Mouse,2007,"['dub', 'reggae', 'roots reggae']"
250,Done from the Start,Christian French,2017,['pop']
251,Feel,Sonder,2017,"['alternative r&b', 'trap soul']"
252,Lonesome Street,Blur,2015,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
253,Giuseppe Tornatore Suite: Main Theme from Malena,Ennio Morricone,2004,"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']"
254,Little Lover,The Barr Brothers,2014,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']"
255,"Roméo et Juliette, Op. 17, H 79, Pt. 2: No. 3a, Ohé, Capulets!",Hector Berlioz,2019,"['classical', 'early modern classical', 'french romanticism']"
256,Diamonds And Pearls,Marcin Wasilewski Trio,2008,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'german jazz', 'italian jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio', 'norwegian jazz', 'polish jazz', 'polish modern jazz', 'swedish jazz']"
257,Laughing At Me,Stacked Like Pancakes,2015,['modern ska punk']
258,Star Of The County Down,The High Kings,2010,"['celtic', 'celtic rock', 'irish folk', 'irish pub song']"
259,Dreamy Dragon,Alison Wonderland,2018,"['aussietronica', 'edm', 'electra', 'electronic trap', 'escape room', 'indietronica']"
260,Abrí la puerta mi china,Agustín Barrios Mangoré,2019,"['classical guitar', 'guitarra clasica', 'latin classical', 'polca paraguaya']"
261,A Game of Strategy,Steven Price,2015,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack']"
262,Katharsis,TK from Ling tosite sigure,2018,"['anime score', 'j-poprock', 'j-rock', 'otacore']"
263,Welcome to Paradise,Green Day,1994,"['permanent wave', 'pop punk', 'punk']"
264,Inception,Bret Ernst,2012,"['deep comedy', 'new comedy']"
265,Thermal Expansion,Subtronics,2018,"['dubstep', 'edm', 'electro house', 'electronic trap']"
266,Butter,The Bloody Beetroots,2009,"['alternative dance', 'dance-punk', 'edm', 'electro house', 'fidget house', 'filter house', 'new rave']"
267,Deep End (Lil Baby & Gunna),Lil Baby,2018,"['atl hip hop', 'atl trap', 'rap']"
268,Caliente,Cheka,2016,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
269,God Of Destruction,Subtronics,2018,"['dubstep', 'edm', 'electro house', 'electronic trap']"
270,The Poodle Hop 4/4,Kimbo Childrens Music,2017,['childrens music']
271,Almost,Johnny Polygon,2017,['soul flow']
272,I Put A Spell On You [feat. Joss Stone],Jeff Beck,2010,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'psychedelic rock', 'rock', 'symphonic rock']"
273,Envious (feat. Juicy J),Killumantii,2018,"['pop r&b', 'trap queen']"
274,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,2006,"['historic orchestral performance', 'orchestral performance']"
275,Why U Bullshittin?,Suga Free,1997,"['g funk', 'gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']"
276,Boss Mackin,Falcons,2015,['vapor twitch']
277,Messa da Requiem: III. Tuba mirum,Giuseppe Verdi,2015,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']"
278,Living Single,Big Sean,2016,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
279,Earthquake (feat. Bok Nero) - Luca Lush Remix,QUIX,2019,"['bass trap', 'dubstep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']"
280,Take It From Me,KONGOS,2016,"['modern alternative rock', 'modern blues rock', 'modern rock', 'south african rock']"
281,I Can Hear the Music,Idina Menzel,2017,"['hollywood', 'show tunes']"
282,Delilah,Deca,2017,"['jazz rap', 'nyc rap']"
283,Led Boots,Jeff Beck,1976,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'psychedelic rock', 'rock', 'symphonic rock']"
284,Whats Come Over Me,Blue Magic,1996,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'urban contemporary']"
285,Get Away,Snavs,2018,"['bass trap', 'danish electronic', 'edm', 'electro house', 'electronic trap', 'future bass', 'traprun', 'vapor twitch']"
286,gray,slenderbodies,2016,"['indie poptimism', 'modern rock', 'vapor soul']"
287,Let Me Know the Truth,Nobuo Uematsu,1990,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
288,The Time Is Now - Bambino Casino Mix,Moloko,2001,"['alternative dance', 'big beat', 'disco house', 'electronica', 'electropop', 'trip hop', 'vocal house']"
289,Middle,DJ Snake,2016,"['dance pop', 'edm', 'electro house', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
290,Arkestry,Flying Lotus,2010,"['afrofuturism', 'alternative hip hop', 'chillwave', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']"
291,War of Hormone,BTS,2014,"['k-pop', 'k-pop boy group']"
292,"La Gioconda, Act III: Cà dOro",Philharmonia Orchestra,2013,"['british orchestra', 'classical', 'classical performance', 'opera', 'orchestra']"
293,"Rossini : La Cenerentola : Act 2 Non più mesta accanto al fuoco [Cenerentola, Clorinda, Tisbe, Dandini, Magnifico, Chorus]",Gioachino Rossini,1993,"['classical', 'italian opera', 'italian romanticism']"
294,Reckless Love - Live,Passion,2018,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
295,Decibel,Gigolo Y La Exce,2018,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']"
296,Too Long,HONNE,2015,"['pop', 'uk pop']"
297,Always Been You,Quinn XCII,2017,"['indie pop rap', 'pop', 'pop rap']"
298,Knock Out - Live From The Laff House,Kevin Hart,2014,"['black comedy', 'comedy']"
299,Bender,Big D and the Kids Table,2004,"['modern ska punk', 'ska', 'ska punk']"
300,Turn Left,Little Dragon,2007,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'escape room', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']"
301,Sweet Baby,Stanley Clarke,1981,"['electric bass', 'jazz funk', 'jazz fusion']"
302,Let Me Tell You Something,Grandtheft,2014,['electronic trap']
303,Jealous (I Aint With It),Chromeo,2014,"['alternative dance', 'dance-punk', 'disco house', 'filter house', 'new rave', 'nu disco']"
304,Skyfall - Full Length,Adele,2012,"['british soul', 'pop', 'pop soul', 'uk pop']"
305,Kaiju,Space Laces,2018,"['brostep', 'complextro', 'dubstep', 'electro house', 'electronic trap', 'gaming dubstep']"
306,For You,Manfred Manns Earth Band,1980,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
307,Irreplaceable,Beyoncé,2007,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
308,Musica Sexo & Dinero,Ñejo & Dalmata,2013,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
309,How Great Is Our God,Chris Tomlin,2011,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
310,Still Want UUU,Zak Abel,2017,['uk contemporary r&b']
311,She Drives Me Crazy,Fine Young Cannibals,1988,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
312,Great Great Football,Frank Caliendo,2005,"['clean comedy', 'comedy', 'latino comedy']"
313,The Diary,Hollywood Undead,2008,"['alternative metal', 'nu metal', 'pop punk', 'rap metal', 'rap rock']"
314,言わないけどね。,大原ゆい子,2018,['anime']
315,The Perfect Space,The Avett Brothers,2009,"['indie folk', 'new americana', 'north carolina indie', 'progressive bluegrass', 'stomp and holler']"
316,REEL IT IN (feat. Gucci Mane) - Remix,Aminé,2018,"['hip hop', 'pop rap', 'portland hip hop', 'rap']"
317,Ragged Wood - Transition Basement Sketch,Fleet Foxes,2018,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']"
318,Almost Famous,G-Eazy,2014,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
319,Come On Eileen,Dexys Midnight Runners,1982,"['bow pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop']"
320,The Perfect Space,The Avett Brothers,2009,"['indie folk', 'new americana', 'north carolina indie', 'progressive bluegrass', 'stomp and holler']"
321,Barrilete,Los Cafres,2007,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']"
322,I Could Not Plan This,Witt Lowry,2017,['pop rap']
323,"Reach Out, Ill Be There - Single Version / Mono",Four Tops,2000,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']"
324,Talking to the Moon,Bruno Mars,2010,"['dance pop', 'pop']"
325,GPS,Saba,2016,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']"
326,Talk Dirty To Me - 2006 - Remaster,Poison,2011,"['album rock', 'glam metal', 'hard rock', 'rock']"
327,Damn You Seventeen,Lady Antebellum,2014,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']"
328,Indefinitely,Altima,2011,['anime']
329,The New Thing,The Bouncing Souls,2006,"['melodic hardcore', 'new jersey hardcore', 'new jersey punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
330,Non-eternal - Pt. 5,Max Richter,2015,"['compositional ambient', 'post-minimalism', 'soundtrack']"
331,Mood,dvsn,2017,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']"
332,Lonely & Cold,Gramatik,2009,"['downtempo', 'jazz boom bap', 'jazztronica', 'livetronica', 'nu jazz', 'slovenian electronic', 'trip hop']"
333,Laurie’s Theme,John Carpenter,2018,"['horror synth', 'soundtrack']"
334,Love Again,Ta-ku,2015,"['alternative r&b', 'ambeat', 'indie soul', 'vapor soul', 'vapor twitch']"
335,Carry Out (Featuring Justin Timberlake),Timbaland,2009,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'urban contemporary']"
336,Eastern Medicine,Eddie Izzard,2009,"['british comedy', 'comedy', 'comic']"
337,Come & Get It,Selena Gomez,2013,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
338,Call On Me,Big Brother & The Holding Company,1967,"['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']"
339,While You See A Chance,Steve Winwood,1980,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
340,Big World,The Chinkees,1999,"['modern ska punk', 'ska', 'ska punk']"
341,Walk It Back,The National,2017,"['indie rock', 'modern rock']"
342,Ridiculous,Kevin Gates,2018,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
343,Dont Quit (feat. Travis Scott & Jeremih),DJ Khaled,2017,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
344,Truck Talk,Larry The Cable Guy,2009,['comedy']
345,Rack City,Tyga,2012,"['dance pop', 'hip hop', 'pop rap', 'rap', 'trap']"
346,Time for Us,Nicolas Jaar,2010,"['downtempo', 'electronica', 'microhouse']"
347,Balenciaga Challenge (feat. Offset),6LACK,2018,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap']"
348,Gorgeous (feat. Jeremiah),Plies,2017,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
349,This Probably Won’t End Well,All That Remains,2015,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']"
350,Superhéroe (feat. J Balvin),Nicky Jam,2017,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
351,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,2018,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
352,Orions Belt,Sabrina Claudio,2017,"['alternative r&b', 'pop']"
353,Bandolera,J-King y Maximan,2015,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
354,No Se,Mad Caddies,1997,"['melodic hardcore', 'modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
355,Ballet Walk,Kimbo Childrens Music,2015,['childrens music']
356,We Begged 2 Explode,Jeff Rosenstock,2016,"['alternative emo', 'anti-folk', 'bubblegrunge', 'folk punk', 'indie punk', 'indie rock', 'modern power pop']"
357,Porco Rosso - Madness,Joe Hisaishi,1997,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'soundtrack']"
358,Get into the Party Life,LION BABE,2018,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'neo soul']"
359,See You Leave - Instrumental,RJD2,2018,"['alternative hip hop', 'big beat', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'turntablism']"
360,Forever,Promoting Sounds,2018,"['emo rap', 'pop rap']"
361,Lucia di Lammermoor / Act 2: O giusto cielo!,Gaetano Donizetti,2004,"['classical soprano', 'opera', 'operatic pop']"
362,On The Nature Of Daylight - Bonus Track,Max Richter,2014,"['compositional ambient', 'post-minimalism', 'soundtrack']"
363,"#BDAY (feat. Chris Brown, Siya and Sage The Gemini)",Tank,2016,"['pop r&b', 'r&b', 'urban contemporary']"
364,Azul Pepsi,Amarion,2016,"['reggaeton flow', 'trap latino']"
365,Instead of My Room,Charlie Burg,2016,"['ann arbor indie', 'bedroom soul', 'indie cafe pop', 'indie pop']"
366,Plant Your Corn Early,The Marcus King Band,2016,"['blues rock', 'deep new americana', 'funk', 'indie folk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'rock']"
367,Drifting Wood,Lincoln Durham,2012,"['modern blues', 'modern blues rock']"
368,Lean on Me,Imaginary Future,2017,"['folk-pop', 'indie cafe pop', 'indie folk', 'indiecoustica', 'neo mellow', 'viral pop']"
369,unfold,Ólafur Arnalds,2018,"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']"
370,Burning Lights,Chris Tomlin,2013,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
371,Hurt - Recorded at Spotify Studios NYC,GASHI,2019,"['pop dance', 'pop rap', 'rap', 'trap soul']"
372,Blood of Heroes,Týr,2013,"['faroese rock', 'folk metal', 'power metal', 'viking metal']"
373,Mi primer millon,Bacilos,2002,"['colombian pop', 'latin', 'latin pop', 'pop', 'rock en espanol']"
374,Yayo,Snootie Wild,2014,"['memphis hip hop', 'trap']"
375,That Man - Album Edit,Caro Emerald,2010,"['dutch pop', 'electro swing', 'nu jazz']"
376,Changing point,i☆Ris,2018,"['anime', 'idol rock', 'j-division', 'j-pop girl group']"
377,Everything I Shouldnt Be Thinking About,Thompson Square,2013,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
378,4 Your Eyez Only,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
379,$150 / roll widdit,Healy,2015,['underground hip hop']
380,Tugboat,Galaxie 500,1988,"['alternative rock', 'anti-folk', 'art pop', 'art rock', 'dance rock', 'dream pop', 'freak folk', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new wave', 'noise pop', 'nu gaze', 'shoegaze', 'slowcore', 'uk post-punk']"
381,Caresse sur locéan,Bruno Coulais,2004,"['bajki', 'french soundtrack', 'soundtrack']"
382,Until You Were Gone,The Chainsmokers,2015,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
383,"Tosca, Act II: Act II: Vissi darte, vissi damore (Tosca)",Giacomo Puccini,2016,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
384,Re Run,Kamasi Washington,2015,"['afrofuturism', 'contemporary jazz', 'indie jazz', 'indie soul', 'jazz saxophone']"
385,I Cant Stop Drinking About You - Chainsmokers Remix,Bebe Rexha,2014,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']"
386,"Baby, I Love Your Way - Live",Peter Frampton,1976,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']"
387,T-Shirts,James Smith,2018,"['indie anthem-folk', 'indie cafe pop', 'pop', 'uk pop', 'viral pop']"
388,My Girl,Inspector,2012,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']"
389,Bullshit Politicians,Propagandhi,2001,"['canadian indie', 'canadian punk', 'folk punk', 'melodic hardcore', 'punk', 'ska punk', 'skate punk']"
